filename,E_eff,nu_eff
microstructure_06393.npy,1296660579.3413622,0.1966831370516367
microstructure_04737.npy,4265138140.320745,0.1914104864468528
microstructure_01196.npy,2742077304.797098,0.18605546485709062
microstructure_04082.npy,3577116951.9643416,0.17921597376519638
microstructure_09446.npy,1161035204.8462949,0.20043816063084557
microstructure_03463.npy,3182692929.6673756,0.19348791937778545
microstructure_02968.npy,1858545400.9128098,0.19292053565106854
microstructure_07494.npy,2101455398.0464618,0.18392107803760196
microstructure_06556.npy,1987956735.6758757,0.18974520283125876
microstructure_04538.npy,2177737852.8955755,0.19685318368841795
microstructure_09957.npy,3190154555.4931564,0.19853529844932202
microstructure_03476.npy,1419607407.9221785,0.20239748979965888
microstructure_08336.npy,1295956339.4990137,0.20111459315308003
microstructure_08331.npy,3288277253.226788,0.18618205673355204
microstructure_08327.npy,1631144315.7680051,0.18484806598182718
microstructure_08391.npy,1756303712.9791203,0.19785506328245198
microstructure_06722.npy,2607470638.523927,0.1862364857566824
microstructure_07086.npy,2239994051.0122976,0.1972395946591494
microstructure_08214.npy,1532533055.4989018,0.19721620078795304
microstructure_06817.npy,2012201642.1018147,0.1856395580010035
microstructure_07466.npy,3103445238.792268,0.17026882157527065
microstructure_01155.npy,2954109256.522285,0.17715150814403582
microstructure_05645.npy,2450408417.877417,0.18461818402925875
microstructure_05604.npy,3165965266.666622,0.18439278110573643
microstructure_01762.npy,1449970122.893581,0.19624287975579094
microstructure_05511.npy,3639351424.9104733,0.17715209070565122
microstructure_04446.npy,1586891937.4920063,0.20082400242003937
microstructure_06690.npy,3246454515.750602,0.18238690851204456
microstructure_05276.npy,2767698899.0657797,0.17812188772499246
microstructure_04919.npy,3739830834.4993978,0.1922087784802987
microstructure_03996.npy,1672848296.2804525,0.19776919138919272
microstructure_07642.npy,2490654121.911426,0.18849482347388583
microstructure_05712.npy,3771485801.935654,0.17328810232913774
microstructure_01695.npy,1883984916.4636507,0.17904731290575554
microstructure_04479.npy,3865232718.8484125,0.18199729802923598
microstructure_05990.npy,3225126007.416215,0.18866552800075842
microstructure_01237.npy,1724465597.2254412,0.1956629321165108
microstructure_05560.npy,4642080853.319337,0.1844840030939249
microstructure_06836.npy,1419135158.3183274,0.2021957817968205
microstructure_05362.npy,4133744211.5967135,0.17886036329006896
microstructure_05815.npy,2340226223.133835,0.1919729193479238
microstructure_06644.npy,2377215799.633041,0.18251373064187923
microstructure_04750.npy,1774098586.9796197,0.19229746571749676
microstructure_03893.npy,3131596776.6124673,0.18216707796643822
microstructure_00396.npy,3764641241.9175434,0.1825946998286998
microstructure_08631.npy,1169624633.6568794,0.2011132276141645
microstructure_09658.npy,1501931868.5404856,0.19882167873365686
microstructure_00635.npy,1763279946.031565,0.19539034855732915
microstructure_04624.npy,1186705825.6560435,0.20177215946128937
microstructure_02786.npy,2357655041.3584127,0.19094353957677476
microstructure_09320.npy,2913045420.1855073,0.19037547559862167
microstructure_07761.npy,4111477364.866118,0.1791690251960677
microstructure_08750.npy,3736615973.2755756,0.17326296726724166
microstructure_03792.npy,4207159291.5768547,0.19014751528506982
microstructure_02090.npy,1517150010.6230319,0.19440427907114793
microstructure_09638.npy,2457850515.935897,0.17625610469486047
microstructure_07786.npy,2044451048.40806,0.19350416016165944
microstructure_01833.npy,4204746217.074504,0.1876753441295648
microstructure_03042.npy,1581668985.0188553,0.19903346659130372
microstructure_03309.npy,2213831724.344427,0.18006003306416463
microstructure_00922.npy,1551765771.3268576,0.19312121857097903
microstructure_08413.npy,2882160943.2206855,0.1854504263955008
microstructure_01626.npy,3878091566.2248917,0.1790044772192288
microstructure_09792.npy,4400883922.428453,0.19008598159816956
microstructure_09527.npy,1977504584.043074,0.2016403903641154
microstructure_00365.npy,2754029308.1861224,0.1810540234712879
microstructure_03494.npy,2685123065.862735,0.1774016813103025
microstructure_00351.npy,1544053019.4379213,0.193491498674358
microstructure_05199.npy,1315012597.6540768,0.19320298350210927
microstructure_01730.npy,2110450252.04335,0.19261153103201434
microstructure_07650.npy,1897356567.21515,0.17789747751284624
microstructure_06382.npy,1399654316.6969457,0.19864512621540653
microstructure_06804.npy,3970616662.0743666,0.18037393881401856
microstructure_03514.npy,2173173148.0318465,0.19579480705275676
microstructure_05514.npy,4149049881.278174,0.178973548930916
microstructure_06452.npy,2297366368.6905828,0.17988729943739162
microstructure_08157.npy,2071694531.9384425,0.18817976761573438
microstructure_03347.npy,3330987793.827937,0.1853276466260478
microstructure_09776.npy,1407396358.9354563,0.19059971551463734
microstructure_02240.npy,3011103403.844165,0.19141497165113283
microstructure_00870.npy,1808973484.6640344,0.19828052137284616
microstructure_09760.npy,4734752348.698171,0.1823751789939706
microstructure_09935.npy,3296848049.752306,0.18186950465028134
microstructure_02873.npy,1708282452.3582797,0.19054276180094754
microstructure_05955.npy,1968757321.6747935,0.1865709782118999
microstructure_02550.npy,3245412343.5230165,0.17883249338625215
microstructure_02236.npy,1621493446.6029546,0.19724125619804037
microstructure_09586.npy,1634584606.9043577,0.20087096619890368
microstructure_06625.npy,3566190600.38487,0.18705447149683538
microstructure_00987.npy,1868946477.670353,0.2022959646118611
microstructure_08224.npy,1395868269.5401394,0.20150959551557848
microstructure_06170.npy,3276520115.882695,0.17051213331206527
microstructure_00436.npy,3947875489.099475,0.17586212012291344
microstructure_04806.npy,1508167020.4679132,0.1896956330474365
microstructure_07040.npy,3451512318.9861507,0.19096077166516165
microstructure_01267.npy,4031552676.7385035,0.17869506402142338
microstructure_05617.npy,1602584414.9247313,0.18610321696338655
microstructure_03187.npy,1616110308.5773995,0.1957302977027256
microstructure_04709.npy,1482299494.4332933,0.1997640425404023
microstructure_06078.npy,3111979917.89277,0.17896140656676582
microstructure_01393.npy,3525460924.957831,0.17849560458670652
microstructure_02077.npy,1676070849.8569815,0.19735349152728296
microstructure_02306.npy,4697635678.759719,0.1832097917026069
microstructure_04315.npy,3378967004.1420846,0.18078133568905624
microstructure_07962.npy,4703922830.215871,0.18195371759622336
microstructure_07486.npy,2930479314.336855,0.18702356310049026
microstructure_07143.npy,3029742804.208285,0.19179187246225687
microstructure_08067.npy,2953529950.4363055,0.19316954607927628
microstructure_06189.npy,3990374478.1935244,0.1749709649410268
microstructure_00203.npy,1642093834.114061,0.20211434710253873
microstructure_04282.npy,3811811243.2409925,0.17379322879740067
microstructure_07931.npy,1762913423.596689,0.20412692096449317
microstructure_04289.npy,1579497646.2209842,0.18472923871118355
microstructure_08627.npy,4576068630.117358,0.17229950110280742
microstructure_08716.npy,2516227742.5989175,0.19282992999462398
microstructure_06633.npy,4239415699.7584047,0.17975824221962367
microstructure_04592.npy,1411815448.4848208,0.1990053117580942
microstructure_09445.npy,1649907635.8337789,0.19547644021500882
microstructure_07837.npy,1796313824.855614,0.2043876911874851
microstructure_02542.npy,3166063053.355356,0.18799105905057617
microstructure_03301.npy,1345640364.2914913,0.1960680735434412
microstructure_01772.npy,2779476000.3447504,0.17174128417755116
microstructure_07131.npy,3061346858.6097193,0.19309225585224832
microstructure_08925.npy,1792087557.895396,0.2034706204225689
microstructure_06177.npy,4053143094.0886703,0.18072009103685668
microstructure_07751.npy,2968048764.029695,0.162882413679928
microstructure_07517.npy,1240994619.1175833,0.1977380481418547
microstructure_01369.npy,2401695553.1967273,0.18328967704501856
microstructure_04773.npy,1722274942.002452,0.18097689960730895
microstructure_08011.npy,3858703969.8733497,0.18784345960747462
microstructure_00231.npy,4138836582.084302,0.17163466195944357
microstructure_01240.npy,4742924931.451526,0.1819300044217415
microstructure_07279.npy,4324436041.828667,0.17575673790494334
microstructure_02605.npy,1462944719.5635169,0.19737067952895773
microstructure_00886.npy,3923589710.4711604,0.18637129966870983
microstructure_05753.npy,1509813809.4680989,0.200313996833758
microstructure_00587.npy,3789555721.011554,0.17300582523522454
microstructure_03679.npy,2240744665.459912,0.18643253432282783
microstructure_09962.npy,5063954249.108052,0.18623584295408385
microstructure_09209.npy,2886984296.569627,0.18469667365083667
microstructure_04642.npy,1292694566.3007317,0.20380237368242268
microstructure_06038.npy,3526051364.834171,0.18643779498731522
microstructure_06144.npy,2884320311.097888,0.16675226025814227
microstructure_09280.npy,3765716262.509927,0.16475489445727923
microstructure_04174.npy,1562577366.9010975,0.1967236105078383
microstructure_01148.npy,3317201942.753366,0.18258932180440482
microstructure_06533.npy,1706745013.2899039,0.1880670242367471
microstructure_07089.npy,2192814942.223122,0.18673858408243607
microstructure_02337.npy,2796431015.0545263,0.16418077700850545
microstructure_06456.npy,1462589265.485949,0.20418343686364218
microstructure_08225.npy,4319549852.282117,0.17655701525533066
microstructure_02794.npy,2376285380.34845,0.1797538839933445
microstructure_01046.npy,1632869352.1192617,0.19582490951315878
microstructure_00787.npy,4182617477.4444213,0.1808813159719555
microstructure_08102.npy,2054103056.2397156,0.1915001483707611
microstructure_03818.npy,3168397792.2999187,0.18925595939319595
microstructure_03582.npy,1246060377.3454792,0.20283485205294666
microstructure_01688.npy,1425908841.6985738,0.2068507354170638
microstructure_03118.npy,3564392892.8879204,0.17255583663789595
microstructure_03503.npy,2366379308.099254,0.1622550699722487
microstructure_04861.npy,3989248149.020656,0.17308754964758516
microstructure_00653.npy,1659432673.6924314,0.2014296557524902
microstructure_05216.npy,2219905384.839914,0.19227010205776685
microstructure_08760.npy,3605974672.8687935,0.19241564669538425
microstructure_01489.npy,3173960089.6734943,0.18894327730981922
microstructure_08737.npy,4330226019.666743,0.17395297711600483
microstructure_05172.npy,2626687772.575417,0.18513411790615708
microstructure_04725.npy,4146717644.8350306,0.18365060002249747
microstructure_06251.npy,4416227422.011388,0.179706377760677
microstructure_00450.npy,3488755590.8487287,0.1858381043799034
microstructure_03269.npy,4109943512.3118052,0.17799856535655068
microstructure_01705.npy,3551385529.002929,0.1736907732637203
microstructure_02610.npy,1178272021.5035365,0.19833922968203133
microstructure_04522.npy,4489496045.5296335,0.18825787157522503
microstructure_07468.npy,1385438780.833181,0.19586182485967954
microstructure_07402.npy,3494482760.136953,0.18669089856198082
microstructure_04177.npy,4185022612.914595,0.18249762308369097
microstructure_04581.npy,1529155987.5576203,0.19930571306593184
microstructure_09492.npy,3835071135.086138,0.1737494852226432
microstructure_00456.npy,1527990434.2728372,0.195218523826371
microstructure_08730.npy,2561085455.7492914,0.1921385754599081
microstructure_00256.npy,1274880313.2115326,0.20149826810901159
microstructure_02706.npy,3589837043.8406906,0.17907441305115723
microstructure_05393.npy,2871867901.894541,0.17771175414927362
microstructure_08518.npy,5063311165.253144,0.1806220075234741
microstructure_00490.npy,3168816430.538628,0.1708204959734073
microstructure_06468.npy,1997929819.49534,0.1893935877970771
microstructure_08974.npy,1735997761.055036,0.20521518070128048
microstructure_07025.npy,3622465899.462764,0.17794095874600274
microstructure_07172.npy,1450291019.5740514,0.20042970141677185
microstructure_02213.npy,1527459644.216709,0.1999167805332207
microstructure_04574.npy,2116063430.7932768,0.19427711151329893
microstructure_02995.npy,1341039215.538633,0.20320085869690133
microstructure_09456.npy,3342582012.0225964,0.17598687707094
microstructure_03451.npy,2851918761.2204013,0.19281499400335714
microstructure_05338.npy,4181124605.637383,0.16689198646824763
microstructure_06765.npy,1604358691.699871,0.196318198926924
microstructure_08165.npy,2099233477.3670135,0.18443915991795526
microstructure_00647.npy,1419636074.7477975,0.19599083152512128
microstructure_01401.npy,1494449850.8371763,0.1892865415504948
microstructure_09017.npy,4833985506.649584,0.1753026965591185
microstructure_06318.npy,4233737262.2920218,0.16936168343966324
microstructure_06366.npy,3487464859.174205,0.17635192780020073
microstructure_04795.npy,2005305431.4094038,0.17583540788485197
microstructure_00918.npy,1169445031.0454912,0.2035295101710991
microstructure_01438.npy,1411759773.2889109,0.193472014826505
microstructure_01238.npy,3710495093.90468,0.18295503651239858
microstructure_02273.npy,4175978369.240624,0.17544550369471013
microstructure_05886.npy,3068772525.9009995,0.16682236344061824
microstructure_08277.npy,2844768980.10989,0.17602023461108965
microstructure_03433.npy,3261640284.8593817,0.182198381385538
microstructure_00984.npy,5421933498.014381,0.17595490582616743
microstructure_00402.npy,3774566114.0705595,0.18707813058421613
microstructure_07716.npy,1872806282.5257897,0.19584491727501355
microstructure_05713.npy,1421119514.8016996,0.1854029913137655
microstructure_00398.npy,3687965998.690504,0.17143677275469685
microstructure_01853.npy,2488249535.678699,0.18919450682021818
microstructure_04467.npy,1513829523.3883073,0.2023653845246214
microstructure_07524.npy,2652365912.015825,0.1867487204230648
microstructure_01725.npy,1653527980.2248127,0.19212293187364868
microstructure_00840.npy,2361348307.4751554,0.1876741536059478
microstructure_01089.npy,3583912523.697823,0.17723408112841546
microstructure_02845.npy,3816445308.382918,0.1783615707956351
microstructure_05471.npy,3022369140.5951004,0.19342929643565684
microstructure_06896.npy,3833975717.3495493,0.17648338987376286
microstructure_06172.npy,4369291467.923752,0.17587307484156978
microstructure_03007.npy,3897799539.712657,0.18371098913687686
microstructure_00092.npy,3148381376.079131,0.1759967873081531
microstructure_07357.npy,2045428174.0446215,0.19136480548328078
microstructure_09744.npy,4067966615.6747346,0.17124593460902643
microstructure_05391.npy,3902390831.1915383,0.17940501990145077
microstructure_08317.npy,1786198699.7482572,0.1766198771995307
microstructure_01893.npy,2852818966.247109,0.18917432652114907
microstructure_07234.npy,1759026271.7264113,0.19591267131365378
microstructure_05421.npy,4186608065.628083,0.17381728807065602
microstructure_07567.npy,4307344252.420415,0.1768059354106238
microstructure_07891.npy,3651603880.51274,0.17706902985997358
microstructure_00139.npy,1206364548.4415917,0.20203434890350708
microstructure_04292.npy,4093465832.9743214,0.1795047441174315
microstructure_05855.npy,1782600375.442227,0.1985843932163493
microstructure_03788.npy,1399720992.9102128,0.2041863260017277
microstructure_01030.npy,1971463782.6135774,0.19483061203990545
microstructure_03955.npy,3930014235.9741597,0.17657054085879165
microstructure_09182.npy,4281569334.453442,0.17303306799807142
microstructure_03462.npy,1845240900.9438903,0.18272213603181606
microstructure_02392.npy,3402179317.4349885,0.18059021404966072
microstructure_01987.npy,1353338078.8985174,0.1947253140754104
microstructure_07983.npy,3916895997.516273,0.17508326603572164
microstructure_04676.npy,3686833888.097961,0.1690075011729548
microstructure_05689.npy,3915849948.441062,0.15384930234917574
microstructure_07141.npy,1894236280.6000304,0.19869639869853345
microstructure_04786.npy,1834724136.2523265,0.1993488825997701
microstructure_03957.npy,3962976766.7060647,0.16788194062860967
microstructure_00160.npy,3504525731.135717,0.18760899764681274
microstructure_01676.npy,3806914077.7869563,0.18308431796193095
microstructure_08035.npy,2888786681.925468,0.1671658538510637
microstructure_05926.npy,4012367670.2656994,0.170625007455084
microstructure_06272.npy,3931787535.4623384,0.18161867267278808
microstructure_00532.npy,1601671478.9765375,0.19117823176064705
microstructure_04057.npy,4350310327.705888,0.18375315560422567
microstructure_02225.npy,1203274380.2880287,0.19725484799524662
microstructure_09416.npy,3622950397.5102487,0.18145875442463444
microstructure_08462.npy,1302296135.527355,0.19627342340638296
microstructure_05214.npy,1469016922.7271502,0.19543032618403966
microstructure_00432.npy,2404247825.387535,0.19471388900040504
microstructure_00978.npy,2086996946.5801904,0.18565803881444373
microstructure_06858.npy,3675401372.3188887,0.1803438059124556
microstructure_02226.npy,1337821159.872249,0.19919762632972865
microstructure_09693.npy,4304692302.763979,0.18362142951213337
microstructure_00301.npy,3871520474.2526073,0.17329218913839017
microstructure_02937.npy,4396484753.978055,0.1703541898960108
microstructure_01372.npy,4037185699.8445334,0.186868414088175
microstructure_06459.npy,2390988434.25729,0.20425530248223217
microstructure_06747.npy,2380263887.733783,0.1958423574319933
microstructure_05470.npy,2933280657.394094,0.19048104142753322
microstructure_07042.npy,3459527918.345968,0.17472929428621967
microstructure_00517.npy,4405783205.206758,0.18148466662429447
microstructure_06035.npy,3393777540.167238,0.17823594833401726
microstructure_03438.npy,2647036614.9528856,0.1857521945906699
microstructure_00018.npy,2720665008.0577226,0.1825042987988842
microstructure_00307.npy,1693739395.194598,0.18979268305941802
microstructure_07651.npy,2793593159.4320035,0.17775973904054107
microstructure_09622.npy,2190919394.211024,0.17552534497321123
microstructure_08021.npy,1571315799.816871,0.2043384864003365
microstructure_02690.npy,2251360872.9675074,0.18902667018339298
microstructure_06350.npy,3959187649.286738,0.17868398368494023
microstructure_03914.npy,1700389300.9226716,0.19398495261569534
microstructure_03508.npy,2823773889.6027217,0.18990613504675027
microstructure_07267.npy,1488541354.0078921,0.20079852168735357
microstructure_01483.npy,1471746642.032315,0.18570236181641342
microstructure_03171.npy,1617314050.7472982,0.19830316138550988
microstructure_05174.npy,1365451000.7470965,0.1939141513404292
microstructure_04084.npy,3720460986.2275076,0.17880546629899
microstructure_08607.npy,1594220767.700145,0.1965131889945502
microstructure_03512.npy,2279765380.3424315,0.1986736124702217
microstructure_00167.npy,3079602775.203212,0.1824365594622011
microstructure_02238.npy,1810264208.3001888,0.18932185255149434
microstructure_02571.npy,2314803493.3252783,0.18585797496139309
microstructure_03460.npy,1331101414.3854039,0.20076809987620456
microstructure_04183.npy,3339798102.310804,0.17878525151597888
microstructure_09996.npy,4084719907.79217,0.18459782115638035
microstructure_09626.npy,3930243692.540578,0.18490278452532657
microstructure_05382.npy,4104531106.2508054,0.1782425256074135
microstructure_04386.npy,4426953986.714606,0.1831319634362863
microstructure_06663.npy,1530852940.623896,0.1939959702596665
microstructure_07981.npy,3241730455.730389,0.1827696040400098
microstructure_04029.npy,2022953355.6777778,0.18827964884110196
microstructure_00531.npy,3911575894.9010024,0.16584888830542385
microstructure_01132.npy,1281474018.076827,0.1934368398901552
microstructure_05121.npy,1775337503.4436922,0.19876096184566916
microstructure_03222.npy,3496809983.3027253,0.1804920702641267
microstructure_07241.npy,2798012719.3058257,0.18722444696552856
microstructure_08425.npy,1733773140.7051756,0.19266898508891828
microstructure_03626.npy,3961982875.7278395,0.1847864361514156
microstructure_00458.npy,3767972507.5056663,0.18666662211442328
microstructure_07217.npy,1809319428.0907574,0.20839244473550553
microstructure_05775.npy,1450534529.035862,0.19942140199907982
microstructure_09124.npy,1797373524.401608,0.18521459300066506
microstructure_01384.npy,2244997728.633008,0.19316501868748678
microstructure_09963.npy,1206547276.2589035,0.20353810149839183
microstructure_06743.npy,2516765102.9881563,0.18366536511160764
microstructure_00484.npy,3567344080.0667334,0.17109423426598266
microstructure_01795.npy,1748248680.9839468,0.19215005579249747
microstructure_08198.npy,3004255822.6861973,0.1798722262677095
microstructure_02181.npy,3664700964.468212,0.17196510897745623
microstructure_07271.npy,3440187442.879988,0.17994565675515825
microstructure_06427.npy,3086634574.4835424,0.1799729906026746
microstructure_00843.npy,3518340775.398551,0.17676802310946949
microstructure_08301.npy,3257442591.774054,0.17824530003918507
microstructure_05210.npy,3504633016.196186,0.17407340272547522
microstructure_09717.npy,1164442662.5624185,0.20016519103724192
microstructure_03735.npy,1926645324.1537945,0.1855606526605999
microstructure_05656.npy,2145763109.152921,0.18235652714259676
microstructure_02847.npy,1457641044.2625387,0.1979873506561893
microstructure_00486.npy,2970400776.430498,0.1825641300638779
microstructure_05634.npy,1814800377.258416,0.1817012246271651
microstructure_08419.npy,3980229025.3448606,0.18414586944081315
microstructure_09807.npy,3563317806.421285,0.18410012127761546
microstructure_07313.npy,2321604507.4905753,0.1852622734893656
microstructure_08200.npy,3482348095.9411154,0.17965114292983309
microstructure_06715.npy,1572833105.3575687,0.18840580455236766
microstructure_06591.npy,3382983794.773803,0.17214775359300075
microstructure_08835.npy,1228191100.719521,0.20420490277142417
microstructure_04436.npy,2510521092.275941,0.19428761145286577
microstructure_08699.npy,3051187543.6809688,0.17954956074860934
microstructure_05167.npy,4064084787.101334,0.18443148738110862
microstructure_01967.npy,1209372449.304146,0.19703079602346332
microstructure_05266.npy,1450165840.4662788,0.19494434299766242
microstructure_04855.npy,2014552741.2485578,0.19359276534511025
microstructure_03539.npy,1285326433.7917848,0.19801766794231382
microstructure_01100.npy,1529292787.6415906,0.2101271471491126
microstructure_06848.npy,3806985864.3542376,0.17368368307648283
microstructure_08298.npy,2413019837.931693,0.18326395148826521
microstructure_09140.npy,1422290397.4553921,0.19748080556325276
microstructure_02215.npy,3868446890.4235854,0.18480654636573832
microstructure_08796.npy,2664864111.7597547,0.1840360799283799
microstructure_09618.npy,4190769653.1245894,0.17887843578133159
microstructure_03968.npy,3944750165.66759,0.17154191199791946
microstructure_09601.npy,3439546476.3631535,0.18223380528732414
microstructure_03745.npy,1504930128.77668,0.19604451026485178
microstructure_07872.npy,3332150015.426585,0.18546127523162692
microstructure_05281.npy,2128945573.7917483,0.17802090390837072
microstructure_09536.npy,3303239141.494935,0.1777496647891422
microstructure_06611.npy,4676025016.975263,0.18231623951072431
microstructure_04398.npy,1347456484.7465599,0.1986640965674116
microstructure_02817.npy,1831843681.5482144,0.20583800840831698
microstructure_05592.npy,3671015703.03354,0.17648846939987606
microstructure_03325.npy,1978117091.3663142,0.1922557293550728
microstructure_09114.npy,3677275921.8537526,0.18394930274599355
microstructure_06017.npy,2152961834.104034,0.19796575547347647
microstructure_06324.npy,4582261555.028827,0.18106240341501545
microstructure_06843.npy,1372167577.1158779,0.20556367000458384
microstructure_08160.npy,1655588131.759855,0.1935226482684832
microstructure_09537.npy,3906593267.546933,0.18172341108928286
microstructure_00608.npy,1446755207.6610491,0.194841719907769
microstructure_07957.npy,1628531600.9381678,0.2051481753312135
microstructure_09748.npy,3471174898.539942,0.18214418616166653
microstructure_07236.npy,1576597813.1588302,0.19616940119540333
microstructure_03043.npy,2918993135.56638,0.18297889199857084
microstructure_03777.npy,2180186431.1255407,0.1925816197313787
microstructure_05643.npy,2335942002.9639816,0.1862268836057463
microstructure_02815.npy,2520173580.187589,0.18791394107908543
microstructure_06719.npy,4323433745.137844,0.17556019893759855
microstructure_06477.npy,1645798370.529472,0.19703334630684477
